0.061799496	-0.0056128474	0.027016891	-0.035853844	-0.020229593	-0.03304491	-0.026004078	0.053757083	0.098136894	-0.042131934	0.0089396015	0.017714292	0.021657085	-0.073229775	0.0029192532	-0.022629272
0.03968798	0.019438835	0.054828297	-0.036232915	0.061995186	0.05359722	-0.02939431	0.058002543	0.06879835	-0.015896577	0.016582033	-0.0017822399	-0.02170325	-0.09684486	0.023638995	0.0075237304
0.02962763	-0.033700448	0.12131556	0.01026093	0.011686123	-0.007090589	0.028216096	0.078718126	0.078916706	0.035013918	0.04279485	0.0290589	-0.006323894	-0.056687046	0.030273493	-0.0071055456
0.011807483	0.016984591	0.031421643	-0.023299193	0.025983252	-0.012342531	-0.04784264	0.07255013	0.07156601	-0.043004163	0.09260523	0.030561628	0.018817017	-0.04380792	0.00048536458	0.027331559
-0.051304642	-0.0016699439	0.059557326	0.006542648	-0.016119277	-0.0473725	-0.057474557	0.040571842	0.062838875	0.024661548	0.032444566	0.03901242	0.012092872	-0.10612652	0.013349307	-0.020595683
-0.028741984	0.05395785	-0.006832105	-0.03820918	0.049025323	0.020027516	-0.08235614	0.082645796	0.11310365	0.032033898	0.071492486	0.059101425	0.0076383795	-0.025852393	0.0017472772	0.014517439
0.036896147	-0.019964786	0.07106345	-0.039399836	0.0019738765	0.0066488544	0.04131695	0.094144106	0.11380754	-0.018242912	0.034233555	0.003982657	0.08209566	-0.07698843	0.011200821	0.06275319
0.02488144	0.0028605023	-0.005579996	-0.033321552	0.03522116	-0.010232116	-0.04499937	0.12153452	0.09207352	-0.020349931	0.015865898	0.03226137	0.07879851	-0.094173506	0.030435527	0.0018203155
0.022061095	0.013149866	0.0071933772	-0.03659683	0.04659116	0.008627848	0.010497388	-0.015766023	0.079093516	0.034674652	0.06870127	-0.044650834	-0.010872638	-0.08865105	0.055508893	0.011994083
-0.041769512	0.034781683	0.0012023648	-0.03132247	0.023425099	0.07142625	0.07214043	-0.019668303	0.1590248	-0.052488994	0.030262383	-0.03916787	0.004547242	-0.07468472	0.041867513	0.031476192
-0.008208957	-0.044116843	0.018915705	0.018269122	0.03391744	0.06918352	-0.059630137	0.007697486	0.18905982	-0.054479692	-0.044584464	-0.0016347986	-0.020100309	-0.055119142	0.04572153	-0.013255538
